order_city,date,precipitation_mm,temp_mean_c,weather_code,weather_condition
Los Angeles,2015-10-11,0.0,28.4,0,Clear
Los Angeles,2015-10-12,0.0,27.4,3,Cloudy
Los Angeles,2015-10-13,0.0,26.9,3,Cloudy
Los Angeles,2015-10-14,1.4,25.0,53,Rain
Los Angeles,2015-10-15,4.4,23.1,63,Rain
Los Angeles,2015-10-16,4.2,22.2,61,Rain
Los Angeles,2015-10-17,0.1,22.3,51,Rain
Los Angeles,2015-10-18,1.2,20.8,51,Rain
Los Angeles,2015-10-19,0.1,19.2,51,Rain
Los Angeles,2015-10-20,0.0,20.0,1,Clear
Los Angeles,2015-10-21,0.0,21.3,0,Clear
Los Angeles,2015-10-22,0.0,20.0,2,Cloudy
Los Angeles,2015-10-23,0.0,21.3,3,Cloudy
Los Angeles,2015-10-24,0.0,23.5,3,Cloudy
Los Angeles,2015-10-25,0.0,23.2,3,Cloudy
Los Angeles,2015-10-26,0.0,22.6,3,Cloudy
Los Angeles,2015-10-27,0.0,21.8,3,Cloudy
Los Angeles,2015-10-28,0.0,23.1,3,Cloudy
Los Angeles,2015-10-29,0.0,21.1,0,Clear
Los Angeles,2015-10-30,0.0,21.7,0,Clear
Los Angeles,2015-10-31,0.0,23.0,0,Clear
Los Angeles,2015-11-01,0.0,21.6,1,Clear
Los Angeles,2015-11-02,0.8,17.4,51,Rain
Los Angeles,2015-11-03,0.1,15.0,51,Rain
Los Angeles,2015-11-04,0.0,13.7,2,Cloudy
Los Angeles,2015-11-05,0.0,14.2,2,Cloudy
Los Angeles,2015-11-06,0.0,16.3,0,Clear
Los Angeles,2015-11-07,0.0,17.6,2,Cloudy
Los Angeles,2015-11-08,0.0,16.8,2,Cloudy
Los Angeles,2015-11-09,0.9,14.4,51,Rain
Los Angeles,2015-11-10,0.0,13.6,1,Clear
Los Angeles,2015-11-11,0.0,14.2,0,Clear
Los Angeles,2015-11-12,0.0,15.3,2,Cloudy
Los Angeles,2015-11-13,0.0,17.3,0,Clear
Los Angeles,2015-11-14,0.0,16.8,0,Clear
Los Angeles,2015-11-15,0.0,13.6,2,Cloudy
Los Angeles,2015-11-16,0.0,11.7,1,Clear
Los Angeles,2015-11-17,0.0,13.8,3,Cloudy
Los Angeles,2015-11-18,0.0,16.4,3,Cloudy
Los Angeles,2015-11-19,0.0,19.0,1,Clear
Los Angeles,2015-11-20,0.0,20.1,3,Cloudy
Los Angeles,2015-11-21,0.0,21.1,0,Clear
Los Angeles,2015-11-22,0.0,20.3,2,Cloudy
Los Angeles,2015-11-23,0.0,18.1,3,Cloudy
Los Angeles,2015-11-24,0.0,14.8,3,Cloudy
Los Angeles,2015-11-25,0.1,12.3,51,Rain
Los Angeles,2015-11-26,0.0,10.5,2,Cloudy
Los Angeles,2015-11-27,0.3,11.1,51,Rain
Los Angeles,2015-11-28,0.0,10.3,2,Cloudy
Los Angeles,2015-11-29,0.0,11.7,2,Cloudy
Los Angeles,2015-11-30,0.0,10.8,3,Cloudy
Los Angeles,2015-12-01,0.0,12.5,2,Cloudy
Los Angeles,2015-12-02,0.0,15.2,3,Cloudy
Los Angeles,2015-12-03,0.0,15.9,3,Cloudy
Los Angeles,2015-12-04,0.0,13.2,3,Cloudy
Los Angeles,2015-12-05,0.0,14.5,3,Cloudy
Los Angeles,2015-12-06,0.0,17.0,3,Cloudy
Los Angeles,2015-12-07,0.0,17.5,3,Cloudy
Los Angeles,2015-12-08,0.0,19.3,3,Cloudy
Los Angeles,2015-12-09,0.0,17.8,3,Cloudy
Los Angeles,2015-12-10,0.0,15.3,3,Cloudy
Los Angeles,2015-12-11,0.0,12.7,3,Cloudy
Los Angeles,2015-12-12,0.0,11.2,0,Clear
Los Angeles,2015-12-13,3.6,11.3,61,Rain
Los Angeles,2015-12-14,0.0,8.9,0,Clear
Los Angeles,2015-12-15,0.0,8.2,0,Clear
Los Angeles,2015-12-16,0.0,8.4,2,Cloudy
Los Angeles,2015-12-17,0.0,9.9,1,Clear
Los Angeles,2015-12-18,0.0,12.1,3,Cloudy
Los Angeles,2015-12-19,8.4,11.3,63,Rain
Los Angeles,2015-12-20,0.0,9.3,3,Cloudy
Los Angeles,2015-12-21,0.2,9.7,51,Rain
Los Angeles,2015-12-22,7.0,13.1,55,Rain
Los Angeles,2015-12-23,0.5,12.9,51,Rain
Los Angeles,2015-12-24,0.0,9.7,3,Cloudy
Los Angeles,2015-12-25,0.0,7.9,1,Clear
Los Angeles,2015-12-26,0.0,7.1,0,Clear
Los Angeles,2015-12-27,0.0,7.3,3,Cloudy
Los Angeles,2015-12-28,0.0,5.8,3,Cloudy
Los Angeles,2015-12-29,0.0,7.2,0,Clear
Los Angeles,2015-12-30,0.0,7.9,0,Clear
Los Angeles,2015-12-31,0.0,8.8,0,Clear
Los Angeles,2016-01-01,0.0,9.2,3,Cloudy
Los Angeles,2016-01-02,0.0,11.2,3,Cloudy
Los Angeles,2016-01-03,0.0,10.8,3,Cloudy
Los Angeles,2016-01-04,0.0,13.8,3,Cloudy
Los Angeles,2016-01-05,28.1,10.9,63,Rain
Los Angeles,2016-01-06,27.3,9.0,63,Rain
Los Angeles,2016-01-07,8.7,8.9,63,Rain
Los Angeles,2016-01-08,0.0,8.0,1,Clear
Los Angeles,2016-01-09,0.0,8.5,3,Cloudy
Los Angeles,2016-01-10,0.0,11.5,3,Cloudy
Los Angeles,2016-01-11,0.0,10.4,3,Cloudy
Los Angeles,2016-01-12,0.0,10.1,3,Cloudy
Los Angeles,2016-01-13,0.0,9.8,3,Cloudy
Los Angeles,2016-01-14,0.0,10.6,3,Cloudy
Los Angeles,2016-01-15,0.0,10.7,3,Cloudy
Los Angeles,2016-01-16,0.0,12.8,3,Cloudy
Los Angeles,2016-01-17,0.0,12.6,3,Cloudy
Los Angeles,2016-01-18,0.0,12.2,3,Cloudy
Los Angeles,2016-01-19,1.6,13.2,53,Rain
Los Angeles,2016-01-20,0.1,14.2,51,Rain
Los Angeles,2016-01-21,0.0,13.9,3,Cloudy
Los Angeles,2016-01-22,0.0,13.5,3,Cloudy
Los Angeles,2016-01-23,0.1,12.9,51,Rain
Los Angeles,2016-01-24,0.0,11.2,3,Cloudy
Los Angeles,2016-01-25,0.0,12.3,3,Cloudy
Los Angeles,2016-01-26,0.0,12.9,3,Cloudy
Los Angeles,2016-01-27,0.0,12.7,3,Cloudy
Los Angeles,2016-01-28,0.0,14.1,3,Cloudy
Los Angeles,2016-01-29,0.0,15.3,3,Cloudy
Los Angeles,2016-01-30,0.0,13.6,3,Cloudy
Los Angeles,2016-01-31,11.7,10.8,63,Rain
Los Angeles,2016-02-01,0.0,8.1,2,Cloudy
Los Angeles,2016-02-02,0.0,7.6,1,Clear
Los Angeles,2016-02-03,0.0,9.0,3,Cloudy
Los Angeles,2016-02-04,0.0,10.8,3,Cloudy
Los Angeles,2016-02-05,0.0,13.1,2,Cloudy
Los Angeles,2016-02-06,0.0,14.7,0,Clear
Los Angeles,2016-02-07,0.0,17.4,0,Clear
Los Angeles,2016-02-08,0.0,19.6,0,Clear
Los Angeles,2016-02-09,0.0,20.1,2,Cloudy
Los Angeles,2016-02-10,0.0,20.1,2,Cloudy
Los Angeles,2016-02-11,0.0,19.9,0,Clear
Los Angeles,2016-02-12,0.0,18.9,2,Cloudy
Los Angeles,2016-02-13,0.0,17.7,3,Cloudy
Los Angeles,2016-02-14,0.0,19.4,1,Clear
Los Angeles,2016-02-15,0.0,22.1,0,Clear
Los Angeles,2016-02-16,0.0,21.7,0,Clear
Los Angeles,2016-02-17,7.9,17.3,61,Rain
Los Angeles,2016-02-18,4.6,14.4,55,Rain
Los Angeles,2016-02-19,0.0,12.8,2,Cloudy
Los Angeles,2016-02-20,0.0,14.0,3,Cloudy
Los Angeles,2016-02-21,0.0,15.5,2,Cloudy
Los Angeles,2016-02-22,0.0,17.2,2,Cloudy
Los Angeles,2016-02-23,0.0,18.4,3,Cloudy
Los Angeles,2016-02-24,0.0,18.4,1,Clear
Los Angeles,2016-02-25,0.0,18.4,0,Clear
Los Angeles,2016-02-26,0.0,18.1,3,Cloudy
Los Angeles,2016-02-27,0.0,18.0,3,Cloudy
Los Angeles,2016-02-28,0.0,18.5,3,Cloudy
Los Angeles,2016-02-29,0.0,19.5,3,Cloudy
Los Angeles,2016-03-01,0.0,18.9,3,Cloudy
Los Angeles,2016-03-02,0.0,17.5,3,Cloudy
Los Angeles,2016-03-03,0.0,16.5,3,Cloudy
Los Angeles,2016-03-04,0.0,15.1,3,Cloudy
Los Angeles,2016-03-05,1.2,15.5,51,Rain
Los Angeles,2016-03-06,13.6,14.0,63,Rain
Los Angeles,2016-03-07,7.4,10.6,61,Rain
Los Angeles,2016-03-08,0.0,12.1,0,Clear
Los Angeles,2016-03-09,0.0,14.9,3,Cloudy
Los Angeles,2016-03-10,0.0,16.9,3,Cloudy
Los Angeles,2016-03-11,8.7,12.8,63,Rain
Los Angeles,2016-03-12,0.0,11.9,1,Clear
Los Angeles,2016-03-13,0.0,12.2,3,Cloudy
Los Angeles,2016-03-14,0.4,14.8,51,Rain
Los Angeles,2016-03-15,0.0,16.7,2,Cloudy
Los Angeles,2016-03-16,0.0,19.5,0,Clear
Los Angeles,2016-03-17,0.0,18.8,0,Clear
Los Angeles,2016-03-18,0.0,17.6,2,Cloudy
Los Angeles,2016-03-19,0.0,17.0,3,Cloudy
Los Angeles,2016-03-20,0.0,16.7,3,Cloudy
Los Angeles,2016-03-21,0.0,15.4,3,Cloudy
Los Angeles,2016-03-22,0.0,15.7,3,Cloudy
Los Angeles,2016-03-23,0.0,17.0,2,Cloudy
Los Angeles,2016-03-24,0.0,18.9,0,Clear
Los Angeles,2016-03-25,0.0,18.4,3,Cloudy
Los Angeles,2016-03-26,0.0,18.6,1,Clear
Los Angeles,2016-03-27,0.0,17.6,3,Cloudy
Los Angeles,2016-03-28,0.5,14.2,51,Rain
Los Angeles,2016-03-29,0.1,12.2,51,Rain
Los Angeles,2016-03-30,0.4,12.3,51,Rain
Los Angeles,2016-03-31,0.0,14.5,2,Cloudy
Los Angeles,2016-04-01,0.0,15.9,2,Cloudy
Los Angeles,2016-04-02,0.0,18.6,1,Clear
Los Angeles,2016-04-03,0.0,20.1,3,Cloudy
Los Angeles,2016-04-04,0.0,20.1,3,Cloudy
Los Angeles,2016-04-05,0.0,21.5,3,Cloudy
Los Angeles,2016-04-06,0.0,21.9,3,Cloudy
Los Angeles,2016-04-07,2.0,17.3,53,Rain
Los Angeles,2016-04-08,4.8,14.8,53,Rain
Los Angeles,2016-04-09,16.1,14.6,63,Rain
Los Angeles,2016-04-10,0.4,15.4,51,Rain
Los Angeles,2016-04-11,0.1,15.6,51,Rain
Los Angeles,2016-04-12,0.0,16.2,3,Cloudy
Los Angeles,2016-04-13,0.0,16.2,2,Cloudy
Los Angeles,2016-04-14,0.0,16.5,3,Cloudy
Los Angeles,2016-04-15,0.0,17.6,3,Cloudy
Los Angeles,2016-04-16,0.0,20.0,0,Clear
Los Angeles,2016-04-17,0.0,21.9,0,Clear
Los Angeles,2016-04-18,0.0,22.4,1,Clear
Los Angeles,2016-04-19,0.0,23.5,3,Cloudy
Los Angeles,2016-04-20,0.0,23.1,3,Cloudy
Los Angeles,2016-04-21,0.0,21.0,3,Cloudy
Los Angeles,2016-04-22,0.0,18.1,3,Cloudy
Los Angeles,2016-04-23,0.0,19.0,2,Cloudy
Los Angeles,2016-04-24,0.0,17.7,3,Cloudy
Los Angeles,2016-04-25,0.0,16.0,2,Cloudy
Los Angeles,2016-04-26,0.0,15.3,3,Cloudy
Los Angeles,2016-04-27,0.0,16.5,3,Cloudy
Los Angeles,2016-04-28,0.0,16.2,2,Cloudy
Los Angeles,2016-04-29,0.0,15.7,3,Cloudy
Los Angeles,2016-04-30,0.3,15.9,51,Rain
Los Angeles,2016-05-01,0.0,16.9,3,Cloudy
Los Angeles,2016-05-02,0.0,19.3,2,Cloudy
Los Angeles,2016-05-03,0.0,20.5,3,Cloudy
Los Angeles,2016-05-04,0.0,17.4,3,Cloudy
Los Angeles,2016-05-05,0.1,14.9,51,Rain
Los Angeles,2016-05-06,6.1,14.8,63,Rain
Los Angeles,2016-05-07,0.1,15.4,51,Rain
Los Angeles,2016-05-08,0.0,15.7,3,Cloudy
Los Angeles,2016-05-09,0.0,15.9,3,Cloudy
Los Angeles,2016-05-10,0.0,16.5,3,Cloudy
Los Angeles,2016-05-11,0.0,18.8,3,Cloudy
Los Angeles,2016-05-12,0.0,21.0,2,Cloudy
Los Angeles,2016-05-13,0.0,19.9,3,Cloudy
Los Angeles,2016-05-14,0.0,17.8,3,Cloudy
Los Angeles,2016-05-15,0.0,16.7,3,Cloudy
Los Angeles,2016-05-16,0.1,17.2,51,Rain
Los Angeles,2016-05-17,0.0,18.4,3,Cloudy
Los Angeles,2016-05-18,0.0,19.5,3,Cloudy
Los Angeles,2016-05-19,0.0,18.3,3,Cloudy
Los Angeles,2016-05-20,0.8,15.8,51,Rain
Los Angeles,2016-05-21,0.0,15.3,2,Cloudy
Los Angeles,2016-05-22,0.0,16.7,1,Clear
Los Angeles,2016-05-23,0.0,16.4,3,Cloudy
Los Angeles,2016-05-24,0.2,15.9,51,Rain
Los Angeles,2016-05-25,0.0,16.4,3,Cloudy
Los Angeles,2016-05-26,0.0,17.4,3,Cloudy
Los Angeles,2016-05-27,0.0,18.9,3,Cloudy
Los Angeles,2016-05-28,0.0,18.6,3,Cloudy
Los Angeles,2016-05-29,0.0,17.8,3,Cloudy
Los Angeles,2016-05-30,0.0,19.1,3,Cloudy
Los Angeles,2016-05-31,0.0,19.7,3,Cloudy
Los Angeles,2016-06-01,0.0,20.4,3,Cloudy
Los Angeles,2016-06-02,0.0,23.5,3,Cloudy
Los Angeles,2016-06-03,0.0,25.5,3,Cloudy
Los Angeles,2016-06-04,0.0,24.8,2,Cloudy
Los Angeles,2016-06-05,0.0,22.9,2,Cloudy
Los Angeles,2016-06-06,0.0,20.2,3,Cloudy
Los Angeles,2016-06-07,0.0,20.1,3,Cloudy
Los Angeles,2016-06-08,0.0,21.4,3,Cloudy
Los Angeles,2016-06-09,0.0,21.2,3,Cloudy
Los Angeles,2016-06-10,0.0,20.7,3,Cloudy
Los Angeles,2016-06-11,0.0,18.4,3,Cloudy
Los Angeles,2016-06-12,0.0,18.3,3,Cloudy
Los Angeles,2016-06-13,0.0,18.3,3,Cloudy
Los Angeles,2016-06-14,0.0,18.9,3,Cloudy
Los Angeles,2016-06-15,0.0,18.1,3,Cloudy
Los Angeles,2016-06-16,0.0,20.0,0,Clear
Los Angeles,2016-06-17,0.0,23.7,2,Cloudy
Los Angeles,2016-06-18,0.0,27.0,2,Cloudy
Los Angeles,2016-06-19,0.0,31.2,2,Cloudy
Los Angeles,2016-06-20,0.0,33.5,1,Clear
Los Angeles,2016-06-21,0.0,27.4,3,Cloudy
Los Angeles,2016-06-22,0.0,24.9,2,Cloudy
Los Angeles,2016-06-23,0.0,23.4,2,Cloudy
Los Angeles,2016-06-24,0.0,23.5,2,Cloudy
Los Angeles,2016-06-25,0.0,24.4,3,Cloudy
Los Angeles,2016-06-26,0.0,26.2,2,Cloudy
Los Angeles,2016-06-27,0.0,27.2,3,Cloudy
Los Angeles,2016-06-28,0.0,27.3,2,Cloudy
Los Angeles,2016-06-29,0.0,26.8,2,Cloudy
Los Angeles,2016-06-30,0.0,25.1,3,Cloudy
Los Angeles,2016-07-01,0.0,23.2,3,Cloudy
Los Angeles,2016-07-02,0.0,22.2,3,Cloudy
Los Angeles,2016-07-03,0.0,21.2,3,Cloudy
Los Angeles,2016-07-04,0.0,21.3,3,Cloudy
Los Angeles,2016-07-05,0.0,21.1,3,Cloudy
Los Angeles,2016-07-06,0.0,21.1,3,Cloudy
Los Angeles,2016-07-07,0.0,22.0,3,Cloudy
Los Angeles,2016-07-08,0.0,22.9,3,Cloudy
Los Angeles,2016-07-09,0.0,23.8,3,Cloudy
Los Angeles,2016-07-10,0.0,23.8,1,Clear
Los Angeles,2016-07-11,0.0,22.6,1,Clear
Los Angeles,2016-07-12,0.0,21.9,3,Cloudy
Los Angeles,2016-07-13,0.0,23.9,2,Cloudy
Los Angeles,2016-07-14,0.0,24.7,2,Cloudy
Los Angeles,2016-07-15,0.0,24.3,2,Cloudy
Los Angeles,2016-07-16,0.0,23.3,3,Cloudy
Los Angeles,2016-07-17,0.0,23.1,3,Cloudy
Los Angeles,2016-07-18,0.0,23.7,3,Cloudy
Los Angeles,2016-07-19,0.0,26.3,1,Clear
Los Angeles,2016-07-20,0.0,28.5,2,Cloudy
Los Angeles,2016-07-21,0.0,29.5,1,Clear
Los Angeles,2016-07-22,0.0,31.0,1,Clear
Los Angeles,2016-07-23,0.0,29.5,1,Clear
Los Angeles,2016-07-24,0.0,26.9,0,Clear
Los Angeles,2016-07-25,0.0,27.4,1,Clear
Los Angeles,2016-07-26,0.0,28.1,2,Cloudy
Los Angeles,2016-07-27,0.0,28.3,1,Clear
Los Angeles,2016-07-28,0.0,27.6,1,Clear
Los Angeles,2016-07-29,0.0,28.4,1,Clear
Los Angeles,2016-07-30,0.0,26.2,1,Clear
Los Angeles,2016-07-31,0.0,25.5,0,Clear
Los Angeles,2016-08-01,0.0,24.9,1,Clear
Los Angeles,2016-08-02,0.0,24.7,3,Cloudy
Los Angeles,2016-08-03,0.0,24.3,2,Cloudy
Los Angeles,2016-08-04,0.0,24.4,3,Cloudy
Los Angeles,2016-08-05,0.0,23.7,3,Cloudy
Los Angeles,2016-08-06,0.0,23.7,3,Cloudy
Los Angeles,2016-08-07,0.0,23.8,3,Cloudy
Los Angeles,2016-08-08,0.0,22.9,3,Cloudy
Los Angeles,2016-08-09,0.0,22.4,3,Cloudy
Los Angeles,2016-08-10,0.0,22.6,3,Cloudy
Los Angeles,2016-08-11,0.0,22.6,3,Cloudy
Los Angeles,2016-08-12,0.0,24.6,3,Cloudy
Los Angeles,2016-08-13,0.0,27.3,2,Cloudy
Los Angeles,2016-08-14,0.0,28.4,2,Cloudy
Los Angeles,2016-08-15,0.0,29.0,2,Cloudy
Los Angeles,2016-08-16,0.0,27.4,2,Cloudy
Los Angeles,2016-08-17,0.0,26.6,2,Cloudy
Los Angeles,2016-08-18,0.0,25.9,2,Cloudy
Los Angeles,2016-08-19,0.0,25.0,2,Cloudy
Los Angeles,2016-08-20,0.0,24.9,2,Cloudy
Los Angeles,2016-08-21,0.0,25.4,1,Clear
Los Angeles,2016-08-22,0.0,24.5,2,Cloudy
Los Angeles,2016-08-23,0.0,24.2,2,Cloudy
Los Angeles,2016-08-24,0.0,24.5,2,Cloudy
Los Angeles,2016-08-25,0.0,22.8,2,Cloudy
Los Angeles,2016-08-26,0.0,20.9,3,Cloudy
Los Angeles,2016-08-27,0.0,21.4,3,Cloudy
Los Angeles,2016-08-28,0.0,24.8,3,Cloudy
Los Angeles,2016-08-29,0.0,27.0,2,Cloudy
Los Angeles,2016-08-30,0.0,27.5,2,Cloudy
Los Angeles,2016-08-31,0.0,27.2,2,Cloudy
Los Angeles,2016-09-01,0.0,25.0,2,Cloudy
Los Angeles,2016-09-02,0.0,22.4,3,Cloudy
Los Angeles,2016-09-03,0.0,20.1,3,Cloudy
Los Angeles,2016-09-04,0.0,19.0,3,Cloudy
Los Angeles,2016-09-05,0.0,19.7,3,Cloudy
Los Angeles,2016-09-06,0.0,21.9,3,Cloudy
Los Angeles,2016-09-07,0.0,22.5,3,Cloudy
Los Angeles,2016-09-08,0.0,21.7,3,Cloudy
Los Angeles,2016-09-09,0.0,22.5,3,Cloudy
Los Angeles,2016-09-10,0.0,24.3,2,Cloudy
Los Angeles,2016-09-11,0.0,23.2,2,Cloudy
Los Angeles,2016-09-12,0.0,18.9,3,Cloudy
Los Angeles,2016-09-13,2.4,17.1,53,Rain
Los Angeles,2016-09-14,0.0,19.0,2,Cloudy
Los Angeles,2016-09-15,0.0,19.8,1,Clear
Los Angeles,2016-09-16,0.0,20.5,2,Cloudy
Los Angeles,2016-09-17,0.0,23.3,2,Cloudy
Los Angeles,2016-09-18,0.0,26.2,2,Cloudy
Los Angeles,2016-09-19,0.1,25.6,51,Rain
Los Angeles,2016-09-20,0.0,25.5,3,Cloudy
Los Angeles,2016-09-21,0.0,24.3,2,Cloudy
Los Angeles,2016-09-22,0.0,21.3,3,Cloudy
Los Angeles,2016-09-23,0.0,20.9,2,Cloudy
Los Angeles,2016-09-24,0.0,24.7,0,Clear
Los Angeles,2016-09-25,0.0,27.7,0,Clear
Los Angeles,2016-09-26,0.0,29.7,0,Clear
Los Angeles,2016-09-27,0.0,27.9,3,Cloudy
Los Angeles,2016-09-28,0.0,26.6,1,Clear
Los Angeles,2016-09-29,0.0,26.4,1,Clear
Los Angeles,2016-09-30,0.0,25.7,1,Clear
Los Angeles,2016-10-01,0.0,23.5,1,Clear
Los Angeles,2016-10-02,0.0,19.8,2,Cloudy
Los Angeles,2016-10-03,0.0,19.3,3,Cloudy
Los Angeles,2016-10-04,0.0,18.7,2,Cloudy
Los Angeles,2016-10-05,0.0,18.9,3,Cloudy
Los Angeles,2016-10-06,0.0,21.4,2,Cloudy
Los Angeles,2016-10-07,0.0,24.3,3,Cloudy
Los Angeles,2016-10-08,0.0,24.3,3,Cloudy
Los Angeles,2016-10-09,0.0,24.2,3,Cloudy
Los Angeles,2016-10-10,0.0,24.0,2,Cloudy
Los Angeles,2016-10-11,0.0,19.4,2,Cloudy
Los Angeles,2016-10-12,0.0,17.5,3,Cloudy
Los Angeles,2016-10-13,0.0,18.7,3,Cloudy
Los Angeles,2016-10-14,0.0,19.1,3,Cloudy
Los Angeles,2016-10-15,0.1,18.7,51,Rain
Los Angeles,2016-10-16,0.8,19.1,51,Rain
Los Angeles,2016-10-17,3.7,18.1,55,Rain
Los Angeles,2016-10-18,0.0,18.8,2,Cloudy
Los Angeles,2016-10-19,0.0,22.5,1,Clear
Los Angeles,2016-10-20,0.0,25.1,0,Clear
Los Angeles,2016-10-21,0.0,24.6,0,Clear
Los Angeles,2016-10-22,0.0,21.7,3,Cloudy
Los Angeles,2016-10-23,0.9,20.6,51,Rain
Los Angeles,2016-10-24,0.4,19.8,51,Rain
Los Angeles,2016-10-25,0.0,19.5,2,Cloudy
Los Angeles,2016-10-26,0.0,20.1,3,Cloudy
Los Angeles,2016-10-27,0.0,21.8,3,Cloudy
Los Angeles,2016-10-28,4.0,19.9,55,Rain
Los Angeles,2016-10-29,0.0,20.7,3,Cloudy
Los Angeles,2016-10-30,2.2,18.2,53,Rain
Los Angeles,2016-10-31,0.0,15.6,3,Cloudy
Los Angeles,2016-11-01,0.0,15.2,3,Cloudy
Los Angeles,2016-11-02,0.0,18.0,1,Clear
Los Angeles,2016-11-03,0.0,21.1,0,Clear
Los Angeles,2016-11-04,0.0,21.2,3,Cloudy
Los Angeles,2016-11-05,0.0,20.3,3,Cloudy
Los Angeles,2016-11-06,0.0,18.6,3,Cloudy
Los Angeles,2016-11-07,0.0,20.0,3,Cloudy
Los Angeles,2016-11-08,0.0,23.4,2,Cloudy
Los Angeles,2016-11-09,0.0,25.0,2,Cloudy
Los Angeles,2016-11-10,0.0,23.7,0,Clear
Los Angeles,2016-11-11,0.0,21.8,2,Cloudy
Los Angeles,2016-11-12,0.0,20.8,3,Cloudy
Los Angeles,2016-11-13,0.0,21.8,3,Cloudy
Los Angeles,2016-11-14,0.0,22.2,0,Clear
Los Angeles,2016-11-15,0.0,19.3,3,Cloudy
Los Angeles,2016-11-16,0.0,16.2,3,Cloudy
Los Angeles,2016-11-17,0.0,14.8,1,Clear
Los Angeles,2016-11-18,0.0,16.7,0,Clear
Los Angeles,2016-11-19,0.0,15.4,2,Cloudy
Los Angeles,2016-11-20,1.2,15.5,53,Rain
Los Angeles,2016-11-21,14.4,14.3,63,Rain
Los Angeles,2016-11-22,0.0,13.9,2,Cloudy
Los Angeles,2016-11-23,0.0,14.0,3,Cloudy
Los Angeles,2016-11-24,0.0,15.1,2,Cloudy
Los Angeles,2016-11-25,0.0,14.5,0,Clear
Los Angeles,2016-11-26,3.0,10.9,61,Rain
Los Angeles,2016-11-27,0.2,10.9,51,Rain
Los Angeles,2016-11-28,0.0,10.6,3,Cloudy
Los Angeles,2016-11-29,0.0,11.8,1,Clear
Los Angeles,2016-11-30,0.0,11.7,3,Cloudy
Los Angeles,2016-12-01,0.0,11.8,3,Cloudy
Los Angeles,2016-12-02,0.0,11.3,1,Clear
Los Angeles,2016-12-03,0.0,11.9,1,Clear
Los Angeles,2016-12-04,0.0,14.1,3,Cloudy
Los Angeles,2016-12-05,0.0,12.4,3,Cloudy
Los Angeles,2016-12-06,0.3,12.5,51,Rain
Los Angeles,2016-12-07,0.0,11.6,3,Cloudy
Los Angeles,2016-12-08,0.0,12.6,3,Cloudy
Los Angeles,2016-12-09,0.0,14.1,3,Cloudy
Los Angeles,2016-12-10,0.0,14.2,3,Cloudy
Los Angeles,2016-12-11,0.2,15.4,51,Rain
Los Angeles,2016-12-12,0.3,14.8,51,Rain
Los Angeles,2016-12-13,0.0,14.4,3,Cloudy
Los Angeles,2016-12-14,0.0,14.4,3,Cloudy
Los Angeles,2016-12-15,1.6,14.7,61,Rain
Los Angeles,2016-12-16,18.2,12.5,63,Rain
Los Angeles,2016-12-17,0.0,8.3,0,Clear
Los Angeles,2016-12-18,0.0,8.2,0,Clear
Los Angeles,2016-12-19,0.0,9.6,0,Clear
Los Angeles,2016-12-20,0.0,12.3,3,Cloudy
Los Angeles,2016-12-21,7.2,12.7,63,Rain
Los Angeles,2016-12-22,8.1,12.2,63,Rain
Los Angeles,2016-12-23,11.2,12.2,61,Rain
Los Angeles,2016-12-24,10.3,9.4,63,Rain
Los Angeles,2016-12-25,0.0,6.4,3,Cloudy
Los Angeles,2016-12-26,0.0,8.4,3,Cloudy
Los Angeles,2016-12-27,0.0,10.3,0,Clear
Los Angeles,2016-12-28,0.0,12.6,0,Clear
Los Angeles,2016-12-29,0.0,14.2,2,Cloudy
Los Angeles,2016-12-30,1.6,12.9,53,Rain
Los Angeles,2016-12-31,11.6,11.2,63,Rain
Los Angeles,2017-01-01,0.0,9.0,3,Cloudy
Los Angeles,2017-01-02,1.0,11.3,51,Rain
Los Angeles,2017-01-03,0.0,11.7,3,Cloudy
Los Angeles,2017-01-04,0.2,11.8,51,Rain
Los Angeles,2017-01-05,9.8,13.1,61,Rain
Los Angeles,2017-01-06,0.0,12.4,3,Cloudy
Los Angeles,2017-01-07,5.1,13.6,55,Rain
Los Angeles,2017-01-08,0.0,16.0,3,Cloudy
Los Angeles,2017-01-09,17.0,14.0,63,Rain
Los Angeles,2017-01-10,1.0,12.6,51,Rain
Los Angeles,2017-01-11,12.3,14.1,63,Rain
Los Angeles,2017-01-12,26.9,11.2,63,Rain
Los Angeles,2017-01-13,1.2,10.7,51,Rain
Los Angeles,2017-01-14,0.0,12.5,1,Clear
Los Angeles,2017-01-15,0.0,11.8,3,Cloudy
Los Angeles,2017-01-16,0.0,12.1,3,Cloudy
Los Angeles,2017-01-17,0.0,11.3,3,Cloudy
Los Angeles,2017-01-18,1.5,10.5,55,Rain
Los Angeles,2017-01-19,10.5,11.9,61,Rain
Los Angeles,2017-01-20,34.4,10.6,65,Rain
Los Angeles,2017-01-21,0.0,10.1,3,Cloudy
Los Angeles,2017-01-22,58.6,10.5,65,Rain
Los Angeles,2017-01-23,12.7,9.5,61,Rain
Los Angeles,2017-01-24,0.7,7.5,51,Rain
Los Angeles,2017-01-25,0.0,7.8,0,Clear
Los Angeles,2017-01-26,0.0,8.5,0,Clear
Los Angeles,2017-01-27,0.0,9.2,0,Clear
Los Angeles,2017-01-28,0.0,11.4,0,Clear
Los Angeles,2017-01-29,0.0,12.1,0,Clear
